Id;Measure;WijkenEnBuurten;Value;StringValue;ValueAttribute
97350;A028725;BU03637601;91;;None
97351;A028726;BU03637601;9;;None
97352;1014800_1;BU03637601;23;;None
97353;1014850_2;BU03637601;77;;None
97354;A047047;BU03637601;69;;None
97355;A047048;BU03637601;8;;None
97356;A047051;BU03637601;0;;None
97357;ZW25808;BU03637601;91;;None
97358;ZW25807;BU03637601;9;;None
97359;M000200_2;BU03637601;355;;None
97360;301000;BU03637601;0;;None
97361;300003;BU03637601;65;;None
97362;300005;BU03637601;90;;None
97363;383105;BU03637601;55;;None
97364;300009;BU03637601;5;;None
97365;300010;BU03637601;60;;None
97366;300012;BU03637601;35;;None
97367;300014;BU03637601;40;;None
97368;A018943_2;BU03637601;680;;None
97369;A019276;BU03637601;520;;None
97370;D001045;BU03637601;160;;None
97371;M000368;BU03637601;0,5;;None
97372;A018943_4;BU03637601;2414;;None
97373;A018944;BU03637601;30;;None
97374;T001455_2;BU03637601;32;;None
97375;A047044;BU03637601;28;;None
97376;A047040;BU03637601;3;;None
97377;PC000C;BU03637601;;      1063;None
97378;M000217;BU03637601;1;;None
97379;ST0001;BU03637601;1;;None
97380;ST0003;BU03637601;4396;;None
97381;GM000C;WK036377;;Amsterdam                               ;None
97382;R00003;WK036377;;Wijk      ;None
97383;R00004;WK036377;;WK036377  ;None
97384;M000125;WK036377;;1;None
97385;T001036;WK036377;17425;;None
97386;3000;WK036377;8895;;None
97387;4000;WK036377;8530;;None
97388;10680;WK036377;3145;;None
97389;53050;WK036377;2500;;None
97390;53310;WK036377;5750;;None
97391;53715;WK036377;3960;;None
97392;80200;WK036377;2070;;None
97393;1010;WK036377;10415;;None
97394;1020;WK036377;4975;;None
97395;1080;WK036377;1605;;None
97396;1050;WK036377;440;;None
97397;2012655;WK036377;2530;;None
97398;2012657_2;WK036377;10730;;None
97399;H008673;WK036377;4665;;None
97400;H007119;WK036377;140;;None
97401;H008751;WK036377;845;;None
97402;H008766;WK036377;2810;;None
97403;A008187;WK036377;2270;;None
97404;1050010_2;WK036377;8560;;None
97405;1050015;WK036377;4455;;None
97406;1016040;WK036377;1455;;None
97407;1016030;WK036377;2650;;None
97408;M000114;WK036377;2;;None
97409;M000100;WK036377;7755;;None
97410;M000297;WK036377;8005;;None
97411;M001642;WK036377;278;;None
97412;ZW10290;WK036377;17;;None
97413;ZW10340;WK036377;83;;None
97414;A028725;WK036377;94;;None
97415;A028726;WK036377;6;;None
97416;1014800_1;WK036377;21;;None
97417;1014850_2;WK036377;79;;None
97418;A047047;WK036377;66;;None
97419;A047048;WK036377;13;;None
97420;A047051;WK036377;0;;None
97421;ZW25808;WK036377;92;;None
97422;ZW25807;WK036377;8;;None
97423;M000200_2;WK036377;2175;;None
97424;301000;WK036377;0;;None
97425;300003;WK036377;425;;None
97426;300005;WK036377;270;;None
97427;383105;WK036377;405;;None
97428;300009;WK036377;30;;None
97429;300010;WK036377;400;;None
97430;300012;WK036377;395;;None
97431;300014;WK036377;250;;None
97432;A018943_2;WK036377;4635;;None
97433;A019276;WK036377;3675;;None
97434;D001045;WK036377;955;;None
97435;M000368;WK036377;0,5;;None
97436;A018943_4;WK036377;2062;;None
97437;A018944;WK036377;325;;None
97438;T001455_2;WK036377;281;;None
97439;A047044;WK036377;225;;None
97440;A047040;WK036377;56;;None
97441;ST0001;WK036377;1;;None
97442;ST0003;WK036377;3843;;None
97443;GM000C;BU03637700;;Amsterdam                               ;None
97444;R00003;BU03637700;;Buurt     ;None
97445;R00004;BU03637700;;BU03637700;None
97446;M000125;BU03637700;;1;None
97447;T001036;BU03637700;3380;;None
97448;3000;BU03637700;1815;;None
97449;4000;BU03637700;1570;;None
97450;10680;BU03637700;540;;None
97451;53050;BU03637700;415;;None
97452;53310;BU03637700;1245;;None
97453;53715;BU03637700;735;;None
97454;80200;BU03637700;450;;None
97455;1010;BU03637700;2050;;None
97456;1020;BU03637700;845;;None
97457;1080;BU03637700;400;;None
97458;1050;BU03637700;90;;None
97459;2012655;BU03637700;440;;None
97460;2012657_2;BU03637700;2160;;None
97461;H008673;BU03637700;1030;;None
97462;H007119;BU03637700;35;;None
97463;H008751;BU03637700;185;;None
97464;H008766;BU03637700;430;;None
97465;A008187;BU03637700;485;;None
97466;1050010_2;BU03637700;1945;;None
97467;1050015;BU03637700;1220;;None
97468;1016040;BU03637700;305;;None
97469;1016030;BU03637700;420;;None
97470;M000114;BU03637700;1,7;;None
97471;M000100;BU03637700;8348;;None
97472;M000297;BU03637700;1874;;None
97473;M001642;BU03637700;224;;None
97474;ZW10290;BU03637700;8;;None
97475;ZW10340;BU03637700;92;;None
97476;A028725;BU03637700;96;;None
97477;A028726;BU03637700;4;;None
97478;1014800_1;BU03637700;10;;None
97479;1014850_2;BU03637700;90;;None
97480;A047047;BU03637700;84;;None
97481;A047048;BU03637700;6;;None
97482;A047051;BU03637700;0;;None
97483;ZW25808;BU03637700;100;;None
97484;ZW25807;BU03637700;0;;None
97485;M000200_2;BU03637700;420;;None
97486;301000;BU03637700;0;;None
97487;300003;BU03637700;80;;None
97488;300005;BU03637700;60;;None
97489;383105;BU03637700;85;;None
97490;300009;BU03637700;5;;None
97491;300010;BU03637700;65;;None
97492;300012;BU03637700;75;;None
97493;300014;BU03637700;50;;None
97494;A018943_2;BU03637700;915;;None
97495;A019276;BU03637700;735;;None
97496;D001045;BU03637700;175;;None
97497;M000368;BU03637700;0,5;;None
97498;A018943_4;BU03637700;2254;;None
97499;A018944;BU03637700;70;;None
97500;T001455_2;BU03637700;43;;None
97501;A047044;BU03637700;41;;None
97502;A047040;BU03637700;3;;None
97503;PC000C;BU03637700;;      1064;None
97504;M000217;BU03637700;1;;None
97505;ST0001;BU03637700;1;;None
97506;ST0003;BU03637700;4605;;None
97507;GM000C;BU03637701;;Amsterdam                               ;None
97508;R00003;BU03637701;;Buurt     ;None
97509;R00004;BU03637701;;BU03637701;None
97510;M000125;BU03637701;;1;None
97511;T001036;BU03637701;3330;;None
97512;3000;BU03637701;1635;;None
97513;4000;BU03637701;1690;;None
97514;10680;BU03637701;545;;None
97515;53050;BU03637701;470;;None
97516;53310;BU03637701;1135;;None
97517;53715;BU03637701;795;;None
97518;80200;BU03637701;380;;None
97519;1010;BU03637701;2155;;None
97520;1020;BU03637701;835;;None
97521;1080;BU03637701;265;;None
97522;1050;BU03637701;70;;None
97523;2012655;BU03637701;660;;None
97524;2012657_2;BU03637701;1345;;None
97525;H008673;BU03637701;435;;None
97526;H007119;BU03637701;35;;None
97527;H008751;BU03637701;145;;None
97528;H008766;BU03637701;280;;None
97529;A008187;BU03637701;450;;None
97530;1050010_2;BU03637701;1750;;None
97531;1050015;BU03637701;940;;None
97532;1016040;BU03637701;340;;None
97533;1016030;BU03637701;465;;None
97534;M000114;BU03637701;1,9;;None
97535;M000100;BU03637701;9595;;None
97536;M000297;BU03637701;1582;;None
97537;M001642;BU03637701;351;;None
97538;ZW10290;BU03637701;16;;None
97539;ZW10340;BU03637701;84;;None
97540;A028725;BU03637701;95;;None
97541;A028726;BU03637701;5;;None
97542;1014800_1;BU03637701;38;;None
97543;1014850_2;BU03637701;62;;None
97544;A047047;BU03637701;30;;None
97545;A047048;BU03637701;32;;None
97546;A047051;BU03637701;0;;None
97547;ZW25808;BU03637701;89;;None
97548;ZW25807;BU03637701;11;;None
97549;M000200_2;BU03637701;455;;None
97550;301000;BU03637701;0;;None
97551;300003;BU03637701;50;;None
97552;300005;BU03637701;45;;None
97553;383105;BU03637701;75;;None
97554;300009;BU03637701;10;;None
97555;300010;BU03637701;130;;None
97556;300012;BU03637701;90;;None
97557;300014;BU03637701;55;;None
97558;A018943_2;BU03637701;895;;None
97559;A019276;BU03637701;740;;None
97560;D001045;BU03637701;155;;None
97561;M000368;BU03637701;0,5;;None
97562;A018943_4;BU03637701;2588;;None
97563;A018944;BU03637701;75;;None
97564;T001455_2;BU03637701;40;;None
97565;A047044;BU03637701;35;;None
97566;A047040;BU03637701;6;;None
97567;PC000C;BU03637701;;      1064;None
97568;M000217;BU03637701;1;;None
97569;ST0001;BU03637701;1;;None
97570;ST0003;BU03637701;3878;;None
97571;GM000C;BU03637702;;Amsterdam                               ;None
97572;R00003;BU03637702;;Buurt     ;None
97573;R00004;BU03637702;;BU03637702;None
97574;M000125;BU03637702;;1;None
97575;T001036;BU03637702;3405;;None
97576;3000;BU03637702;1745;;None
97577;4000;BU03637702;1655;;None
97578;10680;BU03637702;565;;None
97579;53050;BU03637702;485;;None
97580;53310;BU03637702;1130;;None
97581;53715;BU03637702;755;;None
97582;80200;BU03637702;470;;None
97583;1010;BU03637702;1985;;None
97584;1020;BU03637702;1055;;None
97585;1080;BU03637702;265;;None
97586;1050;BU03637702;95;;None
97587;2012655;BU03637702;775;;None
97588;2012657_2;BU03637702;1825;;None
97589;H008673;BU03637702;575;;None
97590;H007119;BU03637702;20;;None
97591;H008751;BU03637702;145;;None
97592;H008766;BU03637702;625;;None
97593;A008187;BU03637702;465;;None
97594;1050010_2;BU03637702;1685;;None
97595;1050015;BU03637702;865;;None
97596;1016040;BU03637702;320;;None
97597;1016030;BU03637702;500;;None
97598;M000114;BU03637702;2;;None
97599;M000100;BU03637702;9936;;None
97600;M000297;BU03637702;1455;;None
97601;M001642;BU03637702;300;;None
97602;ZW10290;BU03637702;30;;None
97603;ZW10340;BU03637702;70;;None
97604;A028725;BU03637702;91;;None
97605;A028726;BU03637702;9;;None
97606;1014800_1;BU03637702;36;;None
97607;1014850_2;BU03637702;64;;None
97608;A047047;BU03637702;47;;None
97609;A047048;BU03637702;17;;None
97610;A047051;BU03637702;0;;None
97611;ZW25808;BU03637702;87;;None
97612;ZW25807;BU03637702;13;;None
97613;M000200_2;BU03637702;425;;None
97614;301000;BU03637702;0;;None
97615;300003;BU03637702;130;;None
97616;300005;BU03637702;60;;None
97617;383105;BU03637702;65;;None
97618;300009;BU03637702;10;;None
97619;300010;BU03637702;65;;None
97620;300012;BU03637702;65;;None
97621;300014;BU03637702;35;;None
97622;A018943_2;BU03637702;920;;None
97623;A019276;BU03637702;720;;None
97624;D001045;BU03637702;200;;None
97625;M000368;BU03637702;0,5;;None
97626;A018943_4;BU03637702;2685;;None
97627;A018944;BU03637702;65;;None
97628;T001455_2;BU03637702;36;;None
97629;A047044;BU03637702;34;;None
97630;A047040;BU03637702;2;;None
97631;PC000C;BU03637702;;      1063;None
97632;M000217;BU03637702;1;;None
97633;ST0001;BU03637702;1;;None
97634;ST0003;BU03637702;3484;;None
97635;GM000C;BU03637703;;Amsterdam                               ;None
97636;R00003;BU03637703;;Buurt     ;None
97637;R00004;BU03637703;;BU03637703;None
97638;M000125;BU03637703;;1;None
97639;T001036;BU03637703;3405;;None
97640;3000;BU03637703;1720;;None
97641;4000;BU03637703;1685;;None
97642;10680;BU03637703;695;;None
97643;53050;BU03637703;515;;None
97644;53310;BU03637703;1020;;None
97645;53715;BU03637703;815;;None
97646;80200;BU03637703;350;;None
97647;1010;BU03637703;1920;;None
97648;1020;BU03637703;1055;;None
97649;1080;BU03637703;365;;None
97650;1050;BU03637703;65;;None
97651;2012655;BU03637703;240;;None
97652;2012657_2;BU03637703;2785;;None
97653;H008673;BU03637703;1455;;None
97654;H007119;BU03637703;20;;None
97655;H008751;BU03637703;200;;None
97656;H008766;BU03637703;695;;None
97657;A008187;BU03637703;420;;None
97658;1050010_2;BU03637703;1410;;None
97659;1050015;BU03637703;575;;None
97660;1016040;BU03637703;215;;None
97661;1016030;BU03637703;615;;None
97662;M000114;BU03637703;2,4;;None
97663;M000100;BU03637703;15151;;None
97664;M000297;BU03637703;1410;;None
97665;M001642;BU03637703;246;;None
97666;ZW10290;BU03637703;6;;None
97667;ZW10340;BU03637703;94;;None
97668;A028725;BU03637703;92;;None
97669;A028726;BU03637703;8;;None
97670;1014800_1;BU03637703;7;;None
97671;1014850_2;BU03637703;93;;None
97672;A047047;BU03637703;90;;None
97673;A047048;BU03637703;4;;None
97674;A047051;BU03637703;0;;None
97675;ZW25808;BU03637703;98;;None
97676;ZW25807;BU03637703;2;;None
97677;M000200_2;BU03637703;360;;None
97678;301000;BU03637703;0;;None
97679;300003;BU03637703;75;;None
97680;300005;BU03637703;50;;None
97681;383105;BU03637703;80;;None
97682;300009;BU03637703;0;;None
97683;300010;BU03637703;50;;None
97684;300012;BU03637703;70;;None
97685;300014;BU03637703;30;;None
97686;A018943_2;BU03637703;865;;None
97687;A019276;BU03637703;665;;None
97688;D001045;BU03637703;195;;None
97689;M000368;BU03637703;0,6;;None
97690;A018943_4;BU03637703;3840;;None
97691;A018944;BU03637703;45;;None
97692;T001455_2;BU03637703;23;;None
97693;A047044;BU03637703;22;;None
97694;A047040;BU03637703;1;;None
97695;PC000C;BU03637703;;      1064;None
97696;M000217;BU03637703;1;;None
97697;ST0001;BU03637703;1;;None
97698;ST0003;BU03637703;3772;;None
97699;GM000C;BU03637704;;Amsterdam                               ;None
97700;R00003;BU03637704;;Buurt     ;None
97701;R00004;BU03637704;;BU03637704;None
97702;M000125;BU03637704;;1;None
97703;T001036;BU03637704;90;;None
97704;3000;BU03637704;45;;None
97705;4000;BU03637704;45;;None
97706;10680;BU03637704;15;;None
97707;53050;BU03637704;15;;None
97708;53310;BU03637704;45;;None
97709;53715;BU03637704;5;;None
97710;80200;BU03637704;0;;None
97711;1010;BU03637704;60;;None
97712;1020;BU03637704;30;;None
97713;1080;BU03637704;0;;None
97714;1050;BU03637704;0;;None
97715;2012655;BU03637704;25;;None
97716;2012657_2;BU03637704;45;;None
97717;H008673;BU03637704;0;;None
97718;H007119;BU03637704;0;;None
97719;H008751;BU03637704;0;;None
97720;H008766;BU03637704;25;;None
97721;A008187;BU03637704;15;;None
97722;1050010_2;BU03637704;40;;None
97723;1050015;BU03637704;15;;None
97724;1016040;BU03637704;15;;None
97725;1016030;BU03637704;10;;None
97726;M000114;BU03637704;2,1;;None
97727;M000100;BU03637704;141;;None
97728;M000297;BU03637704;35;;None
97729;M001642;BU03637704;419;;None
97730;ZW10290;BU03637704;0;;None
97731;ZW10340;BU03637704;100;;None
97732;A028725;BU03637704;100;;None
97733;A028726;BU03637704;0;;None
97734;1014800_1;BU03637704;11;;None
97735;1014850_2;BU03637704;89;;None
97736;A047047;BU03637704;0;;None
97737;A047048;BU03637704;89;;None
97738;A047051;BU03637704;0;;None
97739;ZW25808;BU03637704;0;;None
97740;ZW25807;BU03637704;100;;None
97741;M000200_2;BU03637704;25;;None
97742;301000;BU03637704;0;;None
97743;300003;BU03637704;0;;None
97744;300005;BU03637704;5;;None
97745;383105;BU03637704;0;;None
97746;300009;BU03637704;0;;None
97747;300010;BU03637704;5;;None
97748;300012;BU03637704;0;;None
97749;300014;BU03637704;15;;None
97750;A018943_2;BU03637704;30;;None
97751;A019276;BU03637704;25;;None
97752;D001045;BU03637704;5;;None
97753;A018944;BU03637704;5;;None
97754;T001455_2;BU03637704;106;;None
97755;A047044;BU03637704;62;;None
97756;A047040;BU03637704;44;;None
97757;PC000C;BU03637704;;      1064;None
97758;M000217;BU03637704;1;;None
97759;ST0001;BU03637704;1;;None
97760;ST0003;BU03637704;2671;;None
97761;GM000C;BU03637705;;Amsterdam                               ;None
97762;R00003;BU03637705;;Buurt     ;None
97763;R00004;BU03637705;;BU03637705;None
97764;M000125;BU03637705;;1;None
97765;T001036;BU03637705;3825;;None
97766;3000;BU03637705;1940;;None
97767;4000;BU03637705;1885;;None
97768;10680;BU03637705;780;;None
97769;53050;BU03637705;595;;None
97770;53310;BU03637705;1180;;None
97771;53715;BU03637705;845;;None
97772;80200;BU03637705;425;;None
97773;1010;BU03637705;2250;;None
97774;1020;BU03637705;1155;;None
97775;1080;BU03637705;315;;None
97776;1050;BU03637705;105;;None
97777;2012655;BU03637705;390;;None
97778;2012657_2;BU03637705;2565;;None
97779;H008673;BU03637705;1175;;None
97780;H007119;BU03637705;35;;None
97781;H008751;BU03637705;175;;None
97782;H008766;BU03637705;745;;None
97783;A008187;BU03637705;445;;None
97784;1050010_2;BU03637705;1725;;None
97785;1050015;BU03637705;845;;None
97786;1016040;BU03637705;245;;None
97787;1016030;BU03637705;640;;None
97788;M000114;BU03637705;2,2;;None
97789;M000100;BU03637705;12297;;None
97790;M000297;BU03637705;1649;;None
97791;M001642;BU03637705;273;;None
97792;ZW10290;BU03637705;25;;None
97793;ZW10340;BU03637705;75;;None
97794;A028725;BU03637705;95;;None
97795;A028726;BU03637705;5;;None
97796;1014800_1;BU03637705;16;;None
97797;1014850_2;BU03637705;84;;None
97798;A047047;BU03637705;78;;None
97799;A047048;BU03637705;6;;None
97800;A047051;BU03637705;0;;None
97801;ZW25808;BU03637705;88;;None
97802;ZW25807;BU03637705;12;;None
97803;M000200_2;BU03637705;490;;None
97804;301000;BU03637705;0;;None
97805;300003;BU03637705;95;;None
97806;300005;BU03637705;55;;None
97807;383105;BU03637705;100;;None
97808;300009;BU03637705;5;;None
97809;300010;BU03637705;80;;None
97810;300012;BU03637705;90;;None
97811;300014;BU03637705;60;;None
97812;A018943_2;BU03637705;1010;;None
97813;A019276;BU03637705;790;;None
97814;D001045;BU03637705;220;;None
97815;M000368;BU03637705;0,6;;None
97816;A018943_4;BU03637705;3244;;None
97817;A018944;BU03637705;65;;None
97818;T001455_2;BU03637705;32;;None
97819;A047044;BU03637705;31;;None
97820;A047040;BU03637705;1;;None
97821;PC000C;BU03637705;;      1064;None
97822;M000217;BU03637705;1;;None
97823;ST0001;BU03637705;1;;None
97824;ST0003;BU03637705;3382;;None
97825;GM000C;WK036378;;Amsterdam                               ;None
97826;R00003;WK036378;;Wijk      ;None
97827;R00004;WK036378;;WK036378  ;None
97828;M000125;WK036378;;1;None
97829;T001036;WK036378;16490;;None
97830;3000;WK036378;8360;;None
97831;4000;WK036378;8130;;None
97832;10680;WK036378;3570;;None
97833;53050;WK036378;2260;;None
97834;53310;WK036378;5355;;None
97835;53715;WK036378;3535;;None
97836;80200;WK036378;1775;;None
97837;1010;WK036378;9295;;None
97838;1020;WK036378;5370;;None
97839;1080;WK036378;1355;;None
97840;1050;WK036378;470;;None
97841;2012655;WK036378;1860;;None
97842;2012657_2;WK036378;11440;;None
97843;H008673;WK036378;4630;;None
97844;H007119;WK036378;175;;None
97845;H008751;WK036378;845;;None
97846;H008766;WK036378;3975;;None
97847;A008187;WK036378;1810;;None
97848;1050010_2;WK036378;6980;;None
97849;1050015;WK036378;2970;;None
97850;1016040;WK036378;1240;;None
97851;1016030;WK036378;2770;;None
97852;M000114;WK036378;2,3;;None
97853;M000100;WK036378;12507;;None
97854;M000297;WK036378;6321;;None
97855;M001642;WK036378;322;;None
97856;ZW10290;WK036378;27;;None
97857;ZW10340;WK036378;73;;None
97858;A028725;WK036378;96;;None
97859;A028726;WK036378;4;;None
97860;1014800_1;WK036378;24;;None
97861;1014850_2;WK036378;76;;None
97862;A047047;WK036378;64;;None
97863;A047048;WK036378;12;;None
97864;A047051;WK036378;0;;None
97865;ZW25808;WK036378;61;;None
97866;ZW25807;WK036378;39;;None
97867;M000200_2;WK036378;1850;;None
97868;301000;WK036378;0;;None
97869;300003;WK036378;445;;None
97870;300005;WK036378;235;;None
97871;383105;WK036378;365;;None
97872;300009;WK036378;30;;None
97873;300010;WK036378;305;;None
97874;300012;WK036378;305;;None
97875;300014;WK036378;165;;None
97876;A018943_2;WK036378;4680;;None
97877;A019276;WK036378;3625;;None
97878;D001045;WK036378;1055;;None
97879;M000368;WK036378;0,7;;None
97880;A018943_4;WK036378;3549;;None
97881;A018944;WK036378;245;;None
97882;T001455_2;WK036378;141;;None
97883;A047044;WK036378;132;;None
97884;A047040;WK036378;9;;None
97885;ST0001;WK036378;1;;None
97886;ST0003;WK036378;2986;;None
97887;GM000C;BU03637800;;Amsterdam                               ;None
97888;R00003;BU03637800;;Buurt     ;None
97889;R00004;BU03637800;;BU03637800;None
97890;M000125;BU03637800;;1;None
97891;T001036;BU03637800;2915;;None
97892;3000;BU03637800;1445;;None
97893;4000;BU03637800;1475;;None
97894;10680;BU03637800;625;;None
97895;53050;BU03637800;400;;None
97896;53310;BU03637800;895;;None
97897;53715;BU03637800;685;;None
97898;80200;BU03637800;310;;None
97899;1010;BU03637800;1670;;None
97900;1020;BU03637800;865;;None
97901;1080;BU03637800;290;;None
97902;1050;BU03637800;95;;None
97903;2012655;BU03637800;245;;None
97904;2012657_2;BU03637800;2045;;None
97905;H008673;BU03637800;885;;None
97906;H007119;BU03637800;30;;None
97907;H008751;BU03637800;175;;None
97908;H008766;BU03637800;565;;None
97909;A008187;BU03637800;385;;None
97910;1050010_2;BU03637800;1295;;None
97911;1050015;BU03637800;570;;None
97912;1016040;BU03637800;225;;None
97913;1016030;BU03637800;505;;None
97914;M000114;BU03637800;2,3;;None
97915;M000100;BU03637800;11088;;None
97916;M000297;BU03637800;1287;;None
97917;M001642;BU03637800;265;;None
97918;ZW10290;BU03637800;26;;None
97919;ZW10340;BU03637800;74;;None
97920;A028725;BU03637800;93;;None
97921;A028726;BU03637800;7;;None
97922;1014800_1;BU03637800;6;;None
97923;1014850_2;BU03637800;94;;None
97924;A047047;BU03637800;93;;None
97925;A047048;BU03637800;1;;None
97926;A047051;BU03637800;0;;None
97927;ZW25808;BU03637800;94;;None
97928;ZW25807;BU03637800;6;;None
97929;M000200_2;BU03637800;325;;None
97930;301000;BU03637800;0;;None
97931;300003;BU03637800;60;;None
97932;300005;BU03637800;40;;None
97933;383105;BU03637800;55;;None
97934;300009;BU03637800;0;;None
97935;300010;BU03637800;60;;None
97936;300012;BU03637800;50;;None
97937;300014;BU03637800;60;;None
97938;A018943_2;BU03637800;745;;None
97939;A019276;BU03637800;605;;None
97940;D001045;BU03637800;140;;None
97941;M000368;BU03637800;0,6;;None
97942;A018943_4;BU03637800;2833;;None
97943;A018944;BU03637800;40;;None
97944;T001455_2;BU03637800;27;;None
97945;A047044;BU03637800;26;;None
97946;A047040;BU03637800;1;;None
97947;PC000C;BU03637800;;      1067;None
97948;M000217;BU03637800;1;;None
97949;ST0001;BU03637800;1;;None
97950;ST0003;BU03637800;3247;;None
97951;GM000C;BU03637801;;Amsterdam                               ;None
97952;R00003;BU03637801;;Buurt     ;None
97953;R00004;BU03637801;;BU03637801;None
97954;M000125;BU03637801;;1;None
97955;T001036;BU03637801;2855;;None
97956;3000;BU03637801;1485;;None
97957;4000;BU03637801;1370;;None
97958;10680;BU03637801;665;;None
97959;53050;BU03637801;420;;None
97960;53310;BU03637801;860;;None
97961;53715;BU03637801;545;;None
97962;80200;BU03637801;365;;None
97963;1010;BU03637801;1510;;None
97964;1020;BU03637801;1085;;None
97965;1080;BU03637801;190;;None
97966;1050;BU03637801;70;;None
97967;2012655;BU03637801;370;;None
97968;2012657_2;BU03637801;1815;;None
97969;H008673;BU03637801;675;;None
97970;H007119;BU03637801;15;;None
97971;H008751;BU03637801;95;;None
97972;H008766;BU03637801;810;;None
97973;A008187;BU03637801;220;;None
97974;1050010_2;BU03637801;1115;;None
97975;1050015;BU03637801;415;;None
97976;1016040;BU03637801;210;;None
97977;1016030;BU03637801;490;;None
97978;M000114;BU03637801;2,5;;None
97979;M000100;BU03637801;10052;;None
97980;M000297;BU03637801;966;;None
97981;M001642;BU03637801;386;;None
97982;ZW10290;BU03637801;72;;None
97983;ZW10340;BU03637801;28;;None
97984;A028725;BU03637801;96;;None
97985;A028726;BU03637801;4;;None
97986;1014800_1;BU03637801;46;;None
97987;1014850_2;BU03637801;54;;None
97988;A047047;BU03637801;44;;None
97989;A047048;BU03637801;9;;None
97990;A047051;BU03637801;0;;None
97991;ZW25808;BU03637801;62;;None
97992;ZW25807;BU03637801;38;;None
97993;M000200_2;BU03637801;335;;None
97994;301000;BU03637801;0;;None
97995;300003;BU03637801;105;;None
97996;300005;BU03637801;35;;None
97997;383105;BU03637801;55;;None
97998;300009;BU03637801;5;;None
97999;300010;BU03637801;65;;None
98000;300012;BU03637801;50;;None
98001;300014;BU03637801;20;;None
98002;A018943_2;BU03637801;950;;None
98003;A019276;BU03637801;735;;None
98004;D001045;BU03637801;215;;None
98005;M000368;BU03637801;0,9;;None
98006;A018943_4;BU03637801;3345;;None
98007;A018944;BU03637801;55;;None
98008;T001455_2;BU03637801;30;;None
98009;A047044;BU03637801;28;;None
98010;A047040;BU03637801;1;;None
98011;PC000C;BU03637801;;      1067;None
98012;M000217;BU03637801;1;;None
98013;ST0001;BU03637801;1;;None
98014;ST0003;BU03637801;2685;;None
98015;GM000C;BU03637802;;Amsterdam                               ;None
98016;R00003;BU03637802;;Buurt     ;None
98017;R00004;BU03637802;;BU03637802;None
98018;M000125;BU03637802;;1;None
98019;T001036;BU03637802;4390;;None
98020;3000;BU03637802;2195;;None
98021;4000;BU03637802;2195;;None
98022;10680;BU03637802;930;;None
98023;53050;BU03637802;585;;None
98024;53310;BU03637802;1595;;None
98025;53715;BU03637802;875;;None
98026;80200;BU03637802;405;;None
98027;1010;BU03637802;2595;;None
98028;1020;BU03637802;1325;;None
98029;1080;BU03637802;350;;None
98030;1050;BU03637802;120;;None
98031;2012655;BU03637802;650;;None
98032;2012657_2;BU03637802;3060;;None
98033;H008673;BU03637802;1120;;None
98034;H007119;BU03637802;50;;None
98035;H008751;BU03637802;275;;None
98036;H008766;BU03637802;1050;;None
98037;A008187;BU03637802;565;;None
98038;1050010_2;BU03637802;1895;;None
98039;1050015;BU03637802;840;;None
98040;1016040;BU03637802;340;;None
98041;1016030;BU03637802;715;;None
98042;M000114;BU03637802;2,2;;None
98043;M000100;BU03637802;17728;;None
98044;M000297;BU03637802;1668;;None
98045;M001642;BU03637802;318;;None
98046;ZW10290;BU03637802;3;;None
98047;ZW10340;BU03637802;97;;None
98048;A028725;BU03637802;97;;None
98049;A028726;BU03637802;3;;None
98050;1014800_1;BU03637802;29;;None
98051;1014850_2;BU03637802;70;;None
98052;A047047;BU03637802;59;;None
98053;A047048;BU03637802;11;;None
98054;A047051;BU03637802;0;;None
98055;ZW25808;BU03637802;43;;None
98056;ZW25807;BU03637802;57;;None
98057;M000200_2;BU03637802;520;;None
98058;301000;BU03637802;0;;None
98059;300003;BU03637802;110;;None
98060;300005;BU03637802;70;;None
98061;383105;BU03637802;115;;None
98062;300009;BU03637802;10;;None
98063;300010;BU03637802;85;;None
98064;300012;BU03637802;90;;None
98065;300014;BU03637802;35;;None
98066;A018943_2;BU03637802;1120;;None
98067;A019276;BU03637802;875;;None
98068;D001045;BU03637802;245;;None
98069;M000368;BU03637802;0,6;;None
98070;A018943_4;BU03637802;4528;;None
98071;A018944;BU03637802;60;;None
98072;T001455_2;BU03637802;27;;None
98073;A047044;BU03637802;25;;None
98074;A047040;BU03637802;2;;None
98075;PC000C;BU03637802;;      1067;None
98076;M000217;BU03637802;1;;None
98077;ST0001;BU03637802;1;;None
98078;ST0003;BU03637802;3194;;None
98079;GM000C;BU03637803;;Amsterdam                               ;None
98080;R00003;BU03637803;;Buurt     ;None
98081;R00004;BU03637803;;BU03637803;None
98082;M000125;BU03637803;;1;None
98083;T001036;BU03637803;6045;;None
98084;3000;BU03637803;3075;;None
98085;4000;BU03637803;2970;;None
98086;10680;BU03637803;1320;;None
98087;53050;BU03637803;820;;None
98088;53310;BU03637803;1880;;None
98089;53715;BU03637803;1340;;None
98090;80200;BU03637803;680;;None
98091;1010;BU03637803;3340;;None
98092;1020;BU03637803;2025;;None
98093;1080;BU03637803;505;;None
98094;1050;BU03637803;175;;None
98095;2012655;BU03637803;565;;None
98096;2012657_2;BU03637803;4355;;None
98097;H008673;BU03637803;1915;;None
98098;H007119;BU03637803;70;;None
98099;H008751;BU03637803;275;;None
98100;H008766;BU03637803;1485;;None
98101;A008187;BU03637803;615;;None
98102;1050010_2;BU03637803;2520;;None
